film_title,category,plot
Dominique,"Aksiyon, Gerilim","Dominique, geçmişindeki karanlık anılardan sıyrılarak Güney Amerika’da yeni bir başlangıç yapmayı hedefleyen yetenekli bir suikastçıdır. Ancak, vardığı kasabanın şiddet ve yolsuzluk sarmalında olduğunu fark etmesi uzun sürmez. Polis ve mafyanın acımasız tehditleriyle kuşatılmış durumda kalan Dominique, ya kendi hayatını kurtarmak ya da olayların ortasında kalan masum bir aileyi korumak arasında zor bir seçimle karşı karşıya kalır."
Wanted,"Aksiyon, Gerilim, Suç","Wesley hayattan nefret eden zayıf ruhlu ve tembel bir genç adamdır. Hayattan nefret etmek için iyi ve güçlü gerekçeleri de vardır, çünkü yaptığı her işte başarısızdır. Eziktir, kaybedendir, itilir, kakılır, hayatta başarısızlığın yaşayan örneğidir. Çalıştığı işyerinde patronu tarafından azarlanır. Evindeki durum da farksızdır. Wes sürekli kaybettiği ve aşağılandığı için çareyi yüksek dozda panik atak ilaçları kullanmakta bulmuştur.Fox adlı bir kadının hayatına girmesiyle birlikte Wes’in eski yaşantısı sona erecektir. Fox market alışverişi esnasında Wesley ile karşılaşır ve onu yanına alır. O andan itibaren Wes’in uzun süredir kayıp olduğu için artık unutulan babasının da Kardeşlik adlı bir gizli örgüt için çalışırken öldürüldüğü ortaya çıkar. Yüzyıllık bir geçmişi olan ve eğitimli suikastçilerden kurulu Kardeşlik’nin işlevi, kaderin önüne geçilemez emirlerini yerine getirmektir. Bu örgütün tek bir ilkesi vardır: Binlerce insanı kurtarmak için bir kişiyi öldüreceksin!"
X-Men: Dark Phoenix,"Bilim-Kurgu, Aksiyon, Macera","X-Men ekibinin karşısında şimdiye kadarki en zorlu ve güçlü düşmanları vardır: İçlerinden biri olan Jean Grey. Uzaydaki bir kurtarma görevi sırasında, Jean gizemli bir kozmik güç tarafından darbe alır. Neredeyse ölecek olan Jean eve döndüğünde bu gücün onu daha güçlü kıldığını fark eder. Ancak bu güç onu aynı zamanda daha dengesiz bir hale de getirmiştir. İçindeki bu varlıkla mücadele eden Jean, güçlerini idrak edemediği ve sınırlandıramadığı bir şekilde serbest bırakır. Kontrolden çıkan Jean sevdiklerine zarar vermeye başlar ve X-Men’i bir arada tutan yapının çözülmesine sebep olur. Parçalanan ekip tekrar birlik olmanın yolunu bulmalıdır. Mevzu yalnızca Jean’i kurtarmak değil, aynı zamanda Jean’in içindeki gücü silahlaştırmak ve galaksiye hükmetmek isteyen uzaylılardan dünyayı kurtarmaktır."
Ölüm Yarışı,"Aksiyon, Gerilim, Bilim-Kurgu","Yakın zamanda, aşırı sanayileşme, yüksek nüfus artışı ve çılgın tüketim alışkanlıkları yüzünden dünyamız bir çöplük haline gelir ve tabii üzerinde zıvanadan çıkmış insan ırkı vardır. Azılı suçlularla dolu bir hapishanenin yöneticileri para kazanmak için bir yol bulmuşlardır; bir çeşit gladyatör oyunu gibi, suçluları ölümüne yarıştırmak ve üzerlerinden para kazanmak. Şiddet arzusu taşıyan ve ölümüne dövüş için yarışan bu mahkumların arasında üç şampiyonluk kazanmış otomobil yarışçısı Jensen Ames, öldürülemez ünvanıyla yöneticilerin hedefi olmuştur. İki seçeneği vardır: Ya işlemediği bir cinayet yüzünden hapse atıldığı bu yerde kalacak ya da önüne çıkan her mahkumu öldürerek hayatta kalacaktır. Ames’in yarışırken zorunlu olarak kullanması gereken demirden Frankenstein maskesi hazırlanmıştır."
Evde Tek Başına 2: New York'ta Kayıp,"Komedi, Aile, Macera",Kevin McCallister tekrardan karşımızda! Bu sefer New York şehrinde. Yeterli miktarda nakit para ve New York'u kendi oyun alanına çevirmesine sağlayacak kredi kartlarıyla birlikte. Fakat Kevin bu şekilde uzun süre tek başına kalamayacaktır. Kötü ruhlu haydutlar Harry ve Marv hala Kevin'in peşindedirler.
Battleship,"Gerilim, Aksiyon, Macera, Bilim-Kurgu","Bir dönemin favori savaş oyunu olan Amiral Battı'nın hikayesinden uyarlanan filmde Teğmen Alex Hopper Amerikan ordusuna bağlı John Paul Jones savaş üssünde görevli bir subaydır. Hopper’ın ağabeyi Stone ise USS Sampson üssünün komutanıdır. Alex Hopper orduda görevli fizyoterapist Sam ile nişanlıdır ve Sam'in babası da iki erkek kardeşin kumandanı olan Amiral Shane'dir. Bu ekip dünyayı tehdit eden süper güçlere karşı 3 koldan, denizden, karadan ve havadan büyük bir hayatta kalma mücadelesi verecektir."
İçimdeki Yangın,"Dram, Savaş, Gizem","Aile dostları olan bir avukatın çağrısı üzerine annelerinin ölümünün ardından kendilerine yazılmış bir mektupla karşılaşan ikiz kardeşler Jeanne ve Simon, ölen annelerinin son arzusunu yerine getirmek amacıyla Lübnan'a doğru yola çıkarlar. Simon ilk başta isteksiz davransa da bir süre sonra o da kardeşi Jeanne'e katılır... Aradan geçen yıllar, ailenin tarihini karmaşık bir hale getirmişse de, çocuklar bu serüvenin izlerini sürmeye kararlıdırlar.  Fakat gün geçtikçe daha fazla deştikleri geçmiş, kardeşleri yürek burkan gerçeklerle yüz yüze getirecektir. Orta Doğu'daki iç savaşın en karanlık dönemine ışık tutan İçimdeki Yangın, En İyi Yabancı Film Oscarı'na da aday gösterilmişti."
Sahil Güvenlik,"Komedi, Aksiyon, Suç","Plajlarını kurtarmak isteyen seçkin cankurtaran Mitch Buchannon ve eski bir Olimpiyat şampiyonu, körfezin geleceğini tehdit eden bir komployu araştırır."
Van Helsing,"Korku, Macera, Aksiyon","Gabriel Van Helsing, hatırlamadığı geçmişindeki bir lanetten dolayı reddemediği bir görev almıştır. Vatikan'daki gizli bir örgüt için çalışan Van Helsing, dünyaya kabuslar yaşatan şeytani yaratıkları avlamaktadır. İnsanlık için yaptığı büyük iyilikler anlaşılamadığı için Van Helsing kahraman değil, bir katil olarak görülmektedir. Efsanevi ölümsüz vampir Kont Drakula'yı yoketmek için Transilvanya'ya gönderilen Van Helsing, bu bölgenin Drakula'nın yarattığı korku havasıyla onun tarafından yönetildiğini görür.Drakula'nın en büyük düşmanı olan çingene Valerious ailesinin hayatta kalan son bireyi Anna Valerious ile tanışan Van Helsing, genç avcı kadının ailesinin intikamını almak için Drakula'yı avlamak istediğini öğrenince ortak düşmanlarına karşı güçlerini birleştirme kararı alırlar."
Küçük Adam,"Komedi, Suç","Yıllarca hapis yattıktan sonra, şartlı tahliyeyle serbest bırakılan, aşırı kısa boylu ama çetin ceviz mücevher hırsızı CALVIN SIMS (Marlon Wayans) artık hırsızlıktan emekli olmanın zamanı geldiğine, ama önce son bir vurgun yapması gerektiğine karar verir. Ünlü bir suç patronu, Calvin ve eski ortağı PERCY P'ye (Tracy Morgan) ünlü Queen Diamond (Kraliçe Elmas) için 100.000 dolar önerir. Calvin mücevher mağazasının güvenliğindeki bir gedikten dolayı, bu işin çocuk oyuncağı olacağını düşünür. Ama soygunda bir aksilik olur ve Calvin mücevheri VANESSA EDWARDS'ın (Kerry Washington) el çantasına atmak zorunda kalır. Vanessa ve kocası DARRYL (Shawn Wayans) büyük bir soygunda piyon olduklarından habersiz, Chicago banliyösündeki evlerine dönerler."
Mulan,"Macera, Fantastik, Aksiyon","Çin İmparatoru, her aileden bir erkeğin ülkeyi Kuzeyli işgalcilerden korumak üzere orduya katılmasına karar verince, onurlu bir savaşçının en büyük kızı olan Hua Mulan hasta babasının yerini almak için erkek kılığında, Hua Jun olarak orduya katılır. Mulan yolun her adımında test edilirken; iç gücünü kullanması ve gerçek potansiyelini kucaklaması gerekecektir. Bu destansı yolculuk Mulan'ı onurlu bir savaşçıya dönüştürürken, ona bir ulusun minnetini ve gururlu bir babanın saygısını kazandıracaktır."
Kabuktaki Hayalet,"Aksiyon, Animasyon, Bilim-Kurgu","Yıl 2029. Dünya, Net sayesinde sınırsız hale geldi ve insanlar artık sanal dünyada yaşamaya başladılar. Düzen, süper güçlü ve istedikleri yere download olabilen polisler tarafından sağlanıyor. Japonya'da, Dışişleri Bakanlığı tarafından yaratılmış ve net ortamında istediği gibi hareket edebilen Project 2501 kod adlı bir süper ajan, bilgi denizinde kazandığı bilinçle kendisine bir beden arayışına başlar. The Puppet Master (Kuklacı) olarak kendisini tanıtan ajan, onun varlığından habersiz hükümet istihbarat birimleri tarafından bir güvenlik tehditi olarak görülür ve yakalanması için peşine iki ajan takılır. Yarı sibernetik yarı insan olan iki ajandan son derece iyi eğitimli kadın ajan Albay Motoko Kusanagi, Kuklacı'ya ulaşınca onunla aynı bedende buluşmak isteyecektir."
Altıncı His,"Gizem, Gerilim, Dram","Bir çocuk psikiyatrisi olan Dr. Crowe, yıllar önce bir saldırıya uğramış ve hayatı değişmiştir. Son ilgilendiği hastası, 6 yaşındaki bir erkek çocuğu olan Cole Sear'ın bir sırrı vardır. Çok az insana nasip olan bir yetenekle kutsanmış ya da lanetlenmiştir: Ölmüş ama huzur bulamamış insanların etrafımızda dolaşan hayaletlerini görüp onlarla konuşmaktadır. Crowe, güçlerinin sınırlarını bilmediği ve anlayamadığı için korku içinde olan Cole'un yalnızca sırrını paylaşan tek kişi olmakla kalmayacak, aynı zamanda onunla birlikte cesur bir yolculuğa da çıkacaktır. İkisi de, içlerindeki boşluğu, yine kendi içlerine yapacakları bir yolculukta bulacakları şeylerle dolduracaklardır. Unutmamak gereken bir nokta daha olduğunu hatırlatmadan geçmeyelim: Gerçekler, bulundukları zaman çok acıtabilir..."
Megazeka,"Animasyon, Aksiyon, Komedi, Aile, Bilim-Kurgu","Kötü adam Oobermind en büyük rakibi Metro Man'i yendiğinde tüm dünya ayaklarının altında olacaktı. Ancak aksine, Oobermind'ın canı sıkıldı. Onun için rakibin olmadığı bir hayatın amacı olmayan bir hayat olduğu ortaya çıktı. O da yeni bir süper kahraman rakip yarattı kendine. Ne var ki yeni kahraman da kötü adam olmak istemekteydi. Yeni güçlü adam dünyayı yok etme savaşını başlattığında, Oobermind’ın karar vermesi gerekir: Kendi yarattığı bu şeytanı yenebilir mi?"
Tron Efsanesi,"Macera, Aksiyon, Bilim-Kurgu","Sam Flynn, Kevin Flynn’in 27 yaşındaki teknoloji meraklısı oğlu, babasının ortadan kayboluşunu araştırır ve kendini babasının 25 yıldır yaşadığı Tron’un dijital dünyasında bulur. Kevin’in sadık sırdaşı Quorra’yla birlikte, baba ve oğul çok fazla gelişmiş ve son derece tehlikeli bir hale gelen, görsel açıdan dudak uçuklatan sanal alemde bir ölüm kalım yolculuğuna çıkarlar."
Çılgın Aptal Aşk,"Komedi, Dram, Romantik","Dışarıdan bakıldığında Cal Weaver'ın (Steve Carell) kusursuz bir hayatı vardır: mükemmel bir işe, harika bir eve sahiptir ve gençlik aşkı karısı olmuş, ona sevimli çocuklar vermiştir. Fakat Cal'in gördüğü Amerikan rüyasından karısı Emily'nin (Julianne Moore) onu aldattığını ve dahası ayrılmak istediğini öğrenerek uyanır.Artık 40'ında yalnız bir adam olan Cal çapkınlıkta ve flörtleşmekte genç Jacob (Ryan Gosling), o kadar iyi değildir. Bir barda taşıtığı Jacob'ta gerçekten şeytan tüyü vardır ve Cal'a bekar bir hayat sürdürmenin püf noktalarını bu adam öğretecektir. Bir yandan da ergenliğe giren çocuklarıyla ilişkisini dengelemeye çalışan Cal kendini bir aşk üçgenini çözmeye çalışırken bulur!"
Aşkın Fotoğrafı,"Romantik, Komedi","Bekâr ve sevgilisi olacak gibi görünmeyen Pia, can dostu Jay ile Londra'da başarısız bir fotoğraf stüdyosu işletmektedir. Kız kardeşi Sonal evliliğe hazırlanırken ve annesi Laxmi de Pia'yı eş bulmaya zorlarken ruhani bir guru sonraki beş randevusundan birinin hayatının aşkı olacağını söyler. Ailesinin de işin içine girmesiyle Pia, aşkı bulmak için komik ve bir o kadar da içten bir maceraya atılır."
Zootropolis 2,"Aile, Komedi, Macera, Animasyon, Suç","Dedektif Judy Hopps ve Nick Wilde, Zootopia'ya gelen ve memeli metropolünü alt üst eden gizemli bir sürüngenin karmaşık izini sürüyor."
Testere,"Korku, Gizem, Suç","Birbirini tanımayan iki adam köhne bir yerde, ayakları zincirle bağlı bir şekilde uyanır. Çok geçmeden kurbanlarını yanlış yola düşen insanlar arasından seçen ve onları ölümcül bir oyun oynamaya zorlayan bir seri katilin oyunun piyonları olduklarını anlarlar."
Patron Bebek 2: Aile Şirketi,"Animasyon, Komedi, Macera, Aile","Templaton kardeşler; Tim ve Patron Bebek, küçük kardeşi Ted, yetişkin olmuş ve birbirlerinden ayrı düşmüşlerdir. Tim, artık evli, çalışmayan bir babadır. Ted, yüksek riskli yatırım fonu CEO'sudur. Ancak modern ve hevesli bir yaklaşıma sahip olan yeni bir patron bebek onları bir araya getirmek ve yeni bir aile şirketine ilham olmak üzeredir."
Aşk Dersi,"Romantik, Dram, Komedi","Ünlü bir söz yazarı olan Hee-Soo ( Kim Sun-Young ) yalnızdır ve bir türlü şarkı yazmak için ilham bulamamaktadır. Bir gün asansörde genç bir erkekle karşılaşır ve onun bakışlarını fark eder. Bu ona ilham verir, sonrasında ise müzik dersi verme bahanesiyle onunla yakınlaşır ve yeni şarkısını yazmaya başlar. Şarkısı tamamlanırken bu çocuk da ona aşık olmaya başlayacak ve Hee-Soo ona aşk ve müzik hakkındaki her şeyi anlatacaktır"
Şeytanın Düşmanı,"Korku, Gerilim","Yaşamı boyunca 100.000'den fazla şeytan çıkarma gerçekleştiren İtalyan rahip Gabriel Amorth’un gerçek notlarından esinlenen filmde, Amorth’un küçük bir çocuğa musallat olan şeytanı çıkartmaya çalışırken Vatikan’ın gizli tutmaya çalıştığı asırlık komplosunu ortaya çıkarması konu alınıyor."
Aşk Dersi,"Romantik, Dram, Komedi","Ünlü bir söz yazarı olan Hee-Soo ( Kim Sun-Young ) yalnızdır ve bir türlü şarkı yazmak için ilham bulamamaktadır. Bir gün asansörde genç bir erkekle karşılaşır ve onun bakışlarını fark eder. Bu ona ilham verir, sonrasında ise müzik dersi verme bahanesiyle onunla yakınlaşır ve yeni şarkısını yazmaya başlar. Şarkısı tamamlanırken bu çocuk da ona aşık olmaya başlayacak ve Hee-Soo ona aşk ve müzik hakkındaki her şeyi anlatacaktır"
Şeytanın Düşmanı,"Korku, Gerilim","Yaşamı boyunca 100.000'den fazla şeytan çıkarma gerçekleştiren İtalyan rahip Gabriel Amorth’un gerçek notlarından esinlenen filmde, Amorth’un küçük bir çocuğa musallat olan şeytanı çıkartmaya çalışırken Vatikan’ın gizli tutmaya çalıştığı asırlık komplosunu ortaya çıkarması konu alınıyor."
Bebek Yüz,Dram,"Lilly (Baby Face), sefalet içinde yaşadığı onca yıldan sonra hayat basamaklarını tırmanmanın kolay yolunu bulmuştur; önüne gelenle yatmak... Lilly, babasının gizlice içki sattığı, bodrumdaki barda başlayan yolculuğuna, New York’un şaaşalı ofis binalarının çatı katında devam edecektir. Üstelik tüm basamakları tek tek çıkarak...  Bankanın Alt-Düzey Yöneticisi Jimmy McCoy, Lilly’e önemli bir terfi imkanı olduğunu söyler. Fakat bir şart vardır; bankanın müdürüyle yatmak...  Jimmy’nin son zamanlarda görememekten şikayetçi olduğu Lilly şöyle der; ""Geceleri yatağa erken girebilmek için çok çalışıyorum."""
Köpekbalığı Hikayesi,"Animasyon, Aksiyon, Komedi, Aile","Büyük hayalleri olan küçük balık Oscar, ünlü olmak için küçük bir yalan söyler. Mafya babası köpekbalığı Don Lino'nun sakin karakterli oğlu Lenny'i ile işbirliği yaparak onu öldürdüğü yalanını yayarlar. Kısa sürede herkes Oscar'dan bahsetmekte ve ondan korkmaktadır. Fakat küçük balığın yalanı onu tahmin bile edemeyeceği kadar büyük bir belaya sokmuştur. Artık denizlerde herkes onu avlamaya çalışmaktadır. Hem intikam almaya çalışan Don Lino ve çetesi, hem de Oscar'ı öldürerek şöhret olmak isteyenler..."
12 Yıllık Esaret,"Dram, Tarih","1841'de New York'ta yaşayan Solomon Northup, kendisini müziğe adamış siyahi bir adamdır. Ailesiyle birlikte yaşayan Solomon, özgür yaşayan ve istediği şeyleri yapabildiği için mutlu bir adamdır. Fakat bir gün bir müzik işi için 2 adam ile tanışır ve çalışmak için Washington'a gider. İnandığı medeni dünya alt üst olur çünkü kendisini kaçırıp Güney'de bir çiflikte köle olarak çalışması için satarlar. Özgürlüğünü korumak için verdiği tüm emekler ve mücadele yerle bir olmuş, hayatı kabusa dönmüştür. Bu cehennemde Solomon acıyı, şiddeti, küçük düşürülmeyi yeniden öğrenecek ve isyan etmeye cesareti olmayan br grup insanın umutsuzluğuna şahit olacaktır. Sevdiklerini ve hayatını geri almak için ne yapması gerektiğini kesinlikle bulmuştur..."
Müthiş Dadı... Müthiş Baba,"Komedi, Dram, Aile","Sizce sıradan bir baba çocukları ile daha fazla zaman geçirebilmek için ne kadar ileri gider? Daniel Hillard (Robin Williams) sıradan bir baba değildir. Eski karısının (Sally Field) evde bir bakıcıya ihtiyacı olduğunu öğrenince hemen bu iş için başvurur. Mükemmel peruğu, birazcık makyaj ve bütün durumlara elverişli elbisesi ile Mrs. Doubtfire kendini işne adamış İngiliz bir bakıcı olarak hemen işe alınır. Ve tüm alesiyle yepyeni bir hayat yaratır. Şok edici, neşeli ve çoğu zaman dokunaklı olan bu filmi Robin Williams tekrar tekrar seyredilmesini sağlıyor."
